stemid,plotid,no,species,azimuth,distance ,D62,D67,D89,D94,D99,D04,D09
996,7103,901,Acsa,11,18.3,,,59.6,60.3,61.1,,
997,7103,2,Acsa,13,14.2,28.7,29.4,32,32.8,33.3,33.8,34.3
998,7103,28,Tsca,19,14,,,17.7,18.9,20.2,20.9,22.8
999,7103,29,Tsca,36,6.5,,,15.5,17.7,18.8,20.8,23.6
1000,7103,3,Acsa,39,13,38.1,39.1,43.5,44.6,46,46.5,47.9
1001,7103,4,Acsa,50,11.7,65,67,75.6,76,76.6,78.3,
1002,7103,903,Acsa,65,17.9,,,53.3,54.8,58,58.47,60.4
1003,7103,5,Acsa,70,11.1,22,22.8,27.2,28.9,30.9,32.1,
1004,7103,7,Tiam,73,5.7,41.1,41.9,50.1,51,53,53.6,53.9
1005,7103,6,Tiam,77,6.6,41.1,42.1,,,,,
1006,7103,27,Tsca,85,2.4,,,20.8,22.6,24.9,27.7,31.5
1007,7103,9,Belu,97,7.9,19.8,20.5,24,,,,
1008,7103,30,Osvi,111,11.2,,,6.1,6.5,6.8,7,
1009,7103,11,Tsca,130,14.3,12.9,14.7,22.6,24.4,26.5,28.7,
1010,7103,12,Acsa,136,11.5,17.7,19.3,24.3,25.5,26.6,27.7,28.6
1011,7103,31,Osvi,150,9.6,,,6,6.8,6.9,7.8,8.5
1012,7103,14,Tiam,153,16.1,39.3,40.8,48.8,50.1,51.6,51.88,54.8
1013,7103,13,Acsa,154,15.3,38.1,38.3,,,,,
1014,7103,32,Osvi,155,7.1,,,11.2,12,12.3,13,13.5
1015,7103,33,Osvi,164,12.9,,,8.4,8.9,9.5,10.3,11.5
1017,7103,15,Belu,176,14.4,29.9,31.4,36.9,37.2,36.5,36.7,38
1016,7103,905,Acsa,176,16.6,,,38.2,38.4,39,39.08,39.2
1450,7103,,Acpe,184,5.2,,,,2,,,
1453,7103,,acpe,189,4.4,,,,,,,2.7
1454,7103,,osvi,197,11.1,,,,,,,5
1451,7103,,Osvi,199,7,,,,1.2,,,
1018,7103,16,Acsa,199,12,53.3,53.8,57.2,57.7,57.8,58,58.3
1019,7103,18,Tiam,216,16,68.5,69.3,75.6,76.9,77.6,77.2,
1020,7103,17,Acsa,217,11.2,44.4,45.4,49.8,50.6,52.2,52.4,53.7
1455,7103,,osvi,228,11.7,,,,,,,5.2
1452,7103,,Osvi,231,7.9,,,,1.5,,,
1021,7103,19,Acsa,241,7,39.6,40.8,46.1,47.4,48.2,48.8,50
1022,7103,906,Acsa,246,18.4,,,39.3,39.9,40.9,41.06,44
1023,7103,35,Osvi,254,14.3,,,8.7,8.7,8.7,9,10
1024,7103,36,Osvi,256,12.2,,,7.5,7.8,8.4,8.7,
1025,7103,907,Acsa,262,16.3,,,42.4,44,45.3,45.59,
1026,7103,34,Belu,264,3.8,,,8.9,9.2,9.7,9.9,9.8
1027,7103,20,Acsa,284,9.3,63.5,64.7,72.2,73.7,76.5,76.4,77.4
1028,7103,26,Tsca,305,12.6,,13.2,23.5,25.6,27.4,29.2,31.7
1029,7103,21,Acsa,319,13.7,33.5,34,38.3,39.1,39.9,40.3,41.3
1030,7103,38,Osvi,325,2.4,,,5.2,5.4,5.5,5.4,6.3
1031,7103,22,Belu,335,12,45.7,46.4,,,,,
1032,7103,23,Acsa,340,14.1,40.8,42.4,49.4,51,51.8,52.2,53.6
1033,7103,24,Tsca,345,10.9,17.5,19.3,27.7,27.8,28.9,30.6,32.3
1034,7103,37,Osvi,346,8,,,6.3,6.3,6.6,6.3,6
1035,7103,909,Acsa,349,17.5,,,42.6,43.2,44.6,44.8,46.5
1036,7103,25,Acsa,356,8.4,41.9,42.6,46,47.2,47.6,47.9,48.1
1037,7104,47,Acsa,-1,-0.1,28.7,28.9,,,,,
1038,7104,2,Tsca,1,14.2,13.2,14.2,19.1,21.2,22.7,24.6,26.3
1039,7104,9,Osvi,2,5.1,13.7,13.9,,,,,
1040,7104,5,Tsca,3,11.3,,13.4,19.3,20.8,22.3,24.4,26.5
1041,7104,68,Tsca,5,10.3,,,9.5,9.6,10,10.3,11
1042,7104,3,Acsa,8,13.9,44.7,45.4,49.7,50.3,,,
1043,7104,901,Acsa,9,18.1,,,26.8,27.5,30,30.32,30.7
1044,7104,911,Tsca,13,15.5,,,17.1,18,18.5,19.3,20.5
1045,7104,53,Tsca,14,16,,,10.7,10.7,10.5,10.7,11.6
1046,7104,8,Acsa,15,5.1,44.7,44.9,47.2,47.9,,,
1047,7104,73,Acsa,15,13.3,,,13,,,,
1048,7104,54,Tsca,19,15.9,,,17.1,18.1,19,19.7,20.3
1049,7104,4,Acsa,24,14,33.7,34.5,38.4,39.2,40.1,41,42.2
1050,7104,6,Tsca,26,8.8,20.5,21.8,26.7,,,,
1051,7104,,Tsca,32,14.6,,,23.8,23.9,24.7,25.5,26.5
1052,7104,,Tsca,35,15,,,13.5,13.9,13.8,13.8,14.1
1053,7104,55,Osvi,37,7.1,,,12.2,12.3,12.3,,
1054,7104,11,Tsca,44,11.3,23.8,24.1,26.3,27.1,28.1,28.8,30.2
1055,7104,10,Acsa,49,9.1,34.7,35.3,38.2,38.5,39.5,40.1,40.4
1056,7104,56,Tsca,53,9.9,,,7.9,7.8,,,
1057,7104,57,Tsca,53,11.4,,,10.7,,,,
1058,7104,12,Tsca,56,8.3,,12.9,16,17.6,17.8,18,19.3
1059,7104,912,Acsa,58,14.7,,,30.1,30.6,30.9,31.1,31.9
1060,7104,52,Belu,59,8.8,,,15.3,14.9,,,
1061,7104,59,Tsca,66,14.3,,,13.5,13.8,14,14.2,14.5
1064,7104,14,Abba,72,6.9,14.9,14.9,,,,,
1065,7104,13,Acsa,72,9.6,46.7,47.4,51.6,52.9,54.3,54.2,55.8
1062,7104,913,Tsca,72,13.8,,,31.7,33.2,33.6,35,36
1063,7104,902,Acsa,72,19.9,,,53.2,54.5,56.3,56.61,60
1066,7104,16,Tsca,87,4.9,21,21.8,24.7,25.8,25.7,26.4,27.2
1067,7104,61,Acru,91,13.5,,,22.4,23,22.6,,
1068,7104,15,Acpe,93,5.8,14.9,16.2,17.9,,,,
1069,7104,17,Tsca,125,2.2,37.3,38.8,45.5,47.8,49.8,51.4,53
1070,7104,915,Tsca,138,14.7,,,45.6,48.2,51.3,53.4,56
1071,7104,906,Tsca,146,17.3,,,32.1,33.9,35.4,35.73,39
1073,7104,62,Osvi,153,5,,,13.4,13.8,14.1,14.3,
1074,7104,916,Tsca,161,15.2,,,12.2,12.2,,,
1075,7104,914,Belu,163,15.9,,,36.4,38.2,40.6,41.7,43.8
1076,7104,904,Tsca,166,17.1,,,20.3,21.4,21.3,21.4,21.5
1077,7104,19,Tsca,167,8.3,15.2,16.5,18.6,21.6,22.2,22.7,23.8
1078,7104,903,Tsca,167,16.5,,,22.8,23.4,23.7,24,24.2
1079,7104,21,Tsca,180,12.1,20,21,25.1,26.1,26.8,27.6,28.5
1080,7104,20,Acsa,181,10,44.1,45.2,49.4,50.3,51.1,51.9,51.7
1081,7104,24,Tsca,199,16.5,33,34.5,40,40.6,42.1,42.8,44.3
1082,7104,22,Osvi,201,12.6,12.7,12.9,13.7,13.1,,,
1083,7104,66,Tsca,202,16,,,11.7,11.3,11.5,11.6,
1084,7104,23,Tsca,203,13.7,18,19,21.6,22.7,23.5,24.5,25.4
1085,7104,18,Tsca,206,5.2,23.3,25.1,31.5,33.1,35.4,37.7,40.4
1086,7104,25,Tsca,215,12.7,20.5,22,27.2,28.3,29.4,30.7,32.5
1087,7104,67,Tsca,220,14.6,,,10.4,10.6,10.6,10.9,11.3
1088,7104,26,Acsa,232,15.3,25.4,25.4,26.1,26,,,
1089,7104,27,Abba,242,15,23.6,24.8,31,31.6,32,32.3,
1090,7104,28,Tsca,243,12.2,15.7,16.7,19.1,18.8,19.7,20.2,21.1
1091,7104,29,Tsca,243,12.2,20.8,21.8,25.1,26.7,28.5,29.5,31
1092,7104,30,Tsca,250,13,12.7,12.9,14.1,14.8,14.9,14.9,15.6
1093,7104,31,Abba,255,16.2,17.7,18.2,,,,,
1094,7104,35,Tiam,259,8.6,41.6,42.1,46,46.8,,,
1095,7104,917,Tsca,261,14.2,,,30,30.6,32.2,33,34.3
1096,7104,32,Tsca,262,18.2,15.4,16.7,21.5,22.8,23.5,23.7,25.9
1097,7104,36,Tsca,270,6.5,15.2,16.2,20.2,21.5,23,24.7,26.2
1098,7104,33,Acsa,271,17.4,40.1,41.1,47.4,48.7,50.4,50.7,51.9
1099,7104,34,Abba,274,11.7,14.9,15.2,,,,,
1100,7104,918,Tsca,274,14.8,,,8.8,8.9,8.8,,
1101,7104,70,Tsca,279,17.1,,,12.3,12.3,12.1,12.08,
1103,7104,39,Belu,287,11,35.3,36.3,40.3,39.9,,,
1102,7104,69,Osvi,287,17.3,,,9.5,9.2,9.2,9.17,9.1
1105,7104,40,Tsca,289,11.1,17,18.2,21.5,22.3,23.2,24.3,24.5
1104,7104,41,Tsca,289,11.4,19.3,20.3,24.8,26.1,27.9,28.9,30.5
1106,7104,42,Acsa,292,14.3,51.8,52,,,,,
1108,7104,37,Acsa,294,4.9,52,53,59,60.4,61.8,62.7,63.7
1110,7104,38,Tsca,294,9,24.8,26.1,32.2,32.1,33.8,34.6,35.6
1109,7104,43,Tsca,294,14.5,23.8,25.4,31.2,32.6,34.1,35.1,37.2
1107,7104,44,Belu,294,16.1,22.8,,,,,,
1111,7104,45,Acsa,299,17.3,38.8,39.6,46,47,48.8,49.08,53.7
1112,7104,910,Tiam,313,18.2,,,29,29.8,31,31.2,33.8
1113,7104,71,Belu,318,15.2,,,13.5,13.8,14.8,15,
1114,7104,50,Acsa,324,5.9,31.4,32,34.3,35.3,36,36.6,37.8
1115,7104,46,Belu,327,15.7,21.3,21.5,23.6,23.5,24.6,25,
1116,7104,49,Osvi,335,7.5,14.7,14.7,17.7,18.5,19.3,19.6,20.7
1117,7104,72,Tsca,340,9,,,9.2,,,,
1118,7104,48,Acsa,348,12.4,42.1,42.4,44.9,45.1,,,
1119,7104,1,Belu,352,13.6,23.6,24.3,,,,,
1121,7105,57,Tsca,1,9.6,32,32,33.1,33.4,33.9,33.8,33.8
1120,7105,918,Tsca,1,18,,,40.7,42.2,43.3,43.56,44.3
1122,7105,56,Belu,4,14.3,36.5,37.3,,,,,
1123,7105,2,Tsca,20,12.8,38.8,39.6,43.5,43.4,45.8,46.8,47.8
1124,7105,1,Tsca,26,2.7,20.8,21.5,23.9,24.5,24.7,24.3,24.6
1125,7105,3,Tsca,37,13.3,33.2,34.5,39.3,40,39.8,39.7,
1126,7105,4,Belu,47,11.8,37.5,37.8,,,,,
1127,7105,5,Tsca,50,8,28.4,29.2,33.5,34.9,36.2,37.7,38.7
1128,7105,7,Tsca,58,13.5,16,16.2,18.5,19.5,20.2,21.2,22
1129,7105,901,Tsca,64,18.4,,,43.4,44.3,44.7,44.83,
1130,7105,6,Tsca,69,9.8,45.9,46.7,49.6,50.9,51.7,52.5,53
1131,7105,60,Tsca,75,4.5,,,15.7,16.5,17.2,17.7,18.4
1132,7105,8,Tsca,75,16.1,43.4,44.1,49,51.4,51.9,53.4,
1133,7105,11,Acsa,78,10.1,50.8,51,55.5,57.2,56,,
1134,7105,9,Tsca,78,15.5,24.8,25.1,26.5,27.9,27.4,27.5,28
1135,7105,12,Tiam,85,14.8,23.8,24.1,,,,,
1136,7105,13,Tsca,96,10,18.7,19.3,22.2,23.4,24.2,25,25.6
1137,7105,14,Acsa,97,10.4,30.7,31.4,36.5,38.7,40.6,42.2,42.2
1139,7105,10,Tiam,100,4.6,34.2,34.5,31.7,33.8,36.2,37.6,39.1
1138,7105,15,Tsca,100,14,35.5,36.8,42,43.6,45.2,46.8,48
1140,7105,903,Belu,101,18.1,,,42.4,44.4,44.6,44.82,45.7
1141,7105,902,Tsca,102,17.2,,,15.8,16.4,16.7,16.79,17.4
1142,7105,61,Tsca,115,8.4,,,13.9,15,15.6,16.1,16.5
1143,7105,16,Tsca,122,13,13.4,13.7,15.4,15.8,16.2,16.3,16.5
1144,7105,17,Acsa,127,15.7,57.4,58.4,65.6,68.4,67.2,68,71.2
1145,7105,904,Qubo,128,18.1,,,23.2,23.6,24.3,24.41,25.1
1146,7105,18,Tsca,130,10.9,50,51,,,,,
1147,7105,19,Tsca,138,6.6,24.1,25.1,30.9,32.6,35.2,36.6,38.3
1148,7105,20,Acsa,142,8.4,44.7,,,,,,
1149,7105,62,Tsca,146,15.8,,,4.9,,,,
1150,7105,21,Tsca,149,11.3,29.2,29.7,33.3,34.3,35.4,36.4,37.5
1151,7105,22,Tsca,155,12.1,32.5,33,36.7,37.7,38.9,38.6,39
1152,7105,24,Tsca,157,9,,12.7,16.7,18.6,19.4,19.7,
1153,7105,905,Tsca,158,19.4,,,33.9,34.9,36.4,36.65,38.5
1155,7105,25,Belu,160,4.7,31.4,32,,,,,
1154,7105,23,Tsca,160,8.2,49,49.2,,,,,
1156,7105,26,Tsca,176,13.5,20,21.5,30.9,33.8,36.4,38.6,40.2
1157,7105,27,Acsa,178,16,36.8,37,40.8,42,40.8,40.5,40.9
1159,7105,63,Tsca,185,10.8,,,7.4,8.7,9.5,9.9,9.9
1158,7105,28,Acsa,185,12.8,17.5,18,20.8,21.3,21.1,,
1160,7105,29,Pogr,195,16.1,45.7,47.7,,,,,
1161,7105,30,Acsa,205,14.7,14.7,14.7,15.8,16.2,16.4,16.6,17.1
1162,7105,36,Acsa,208,3.5,26.9,27.6,,,,,
1164,7105,35,Tsca,211,5.9,27.6,28.7,29.4,,,,
1163,7105,31,Belu,211,13.6,14.7,14.9,17.2,18,17.8,17.9,
1165,7105,64,Tsca,211,14.8,,,16.3,18.4,19.3,20,21.3
1167,7105,34,Tiam,212,9.4,46.4,46.7,,,,,
1166,7105,33,Tiam,212,9.7,14.7,16,,,,,
1168,7105,907,Acsa,215,17,,,34.9,35.8,35.9,36,36.6
1169,7105,32,Acsa,217,11.3,32.2,33,38.4,39.7,40.8,41.3,42.3
1170,7105,51,Belu,218,7.6,42.1,42.6,,,,,
1171,7105,41,Tsca,225,13.8,23.1,23.8,26.9,27.9,28.7,29.4,34.1
1172,7105,40,Acsa,231,12.7,37.5,38.3,43.2,44.5,45.1,45.5,45.9
1173,7105,908,Tsca,234,16.3,,,32.2,33,33.4,33.52,36.7
1175,7105,37,Tsca,239,5.4,35.5,36.3,39.4,40.6,42.5,43.5,44.8
1174,7105,64,Tsca,239,7.9,,,11,11.7,12.2,12.4,12.3
1176,7105,39,Tsca,239,11.3,14.7,15.2,17.4,18.2,18.5,18.8,19.1
1177,7105,909,Tsca,243,17.8,,,33,34.1,35,35.2,36.7
1178,7105,42,Belu,247,14.4,18.5,18.5,,,,,
1180,7105,38,Tsca,251,8.5,40.8,41.6,46.3,47.7,49.2,50.7,52.1
1179,7105,43,Tsca,251,15.5,14.2,14.7,16.2,16.7,17,17.3,17.4
1181,7105,910,Acru,253,18.3,,,39.8,40,40.2,40.24,41
1182,7105,44,Tsca,256,12.2,13.4,13.7,13.3,14.5,14.7,14.6,14.7
1184,7105,45,Tsca,264,12,20.8,21.5,26.5,27.8,29.5,30.7,31.2
1183,7105,911,Qubo,264,16.9,,,54.9,57.1,56.4,56.55,59.9
1185,7105,65,Tsca,269,5.2,,,6.3,7,7.2,7.2,7.7
1186,7105,46,Belu,279,11.7,25.4,26.4,37.4,,,,
1188,7105,47,Tsca,291,9.4,27.1,27.4,30.9,32.5,34.4,35.8,36.9
1187,7105,913,Acsa,291,16.8,,,24.7,26.7,28.1,28.4,30.5
1189,7105,67,Tsca,294,0.09,,,14.7,16,16.4,17.2,17.4
1190,7105,914,Tsca,296,18.1,,,21.3,22.8,23.7,,
1191,7105,919,Belu,297,15.7,,,70,,,,
1192,7105,52,Tsca,302,4.2,27.6,28.7,33.8,35.4,37.3,38.4,39.2
1193,7105,48,Tsca,302,11.7,32.2,33.5,,,,,
1195,7105,49,Tsca,305,8.3,25.6,26.1,,,,,
1194,7105,50,Tsca,305,8.4,19,19.3,,,,,
1196,7105,68,Tsca,326,15.1,,,8.9,10.4,11.1,11.4,11.7
1197,7105,54,Tsca,330,10.1,19,19.5,22.5,24.5,25.4,26.2,27.5
1198,7105,69,Tsca,332,5.5,,,7.7,8.1,8.6,8.7,8.8
1200,7105,915,Tiam,332,19.2,,,39.5,39.9,40.9,41.04,
1199,7105,916,Tiam,332,19.6,,,34.5,35.8,36.8,37.03,40.4
1201,7105,53,Tsca,334,7.1,29.7,30.2,32.6,33.7,34.7,35.6,36.1
1202,7105,55,Tsca,343,13,24.3,25.1,29.7,31.1,32.4,33.4,34.2
1203,7105,917,Tsca,346,16.4,,,33.2,34.1,34.8,34.96,35.8
1204,7105,58,Tsca,355,7.5,41.1,41.9,45.3,46.6,47.6,48.5,44.2
1205,7105,59,Tsca,357,6.4,37.3,37.8,41.2,42.4,42.7,43.6,44.1
1206,7106,55,Tsca,-1,-0.1,16.5,17.5,,,,,
1207,7106,46,Abba,-1,-0.1,12.9,13.2,,,,,
1208,7106,901,Acsa,1,16.4,,,34.2,34.9,35.1,35.19,35.6
1209,7106,4,Belu,2,14.7,25.4,25.9,27.1,27.3,26.9,27,
1210,7106,2,Tsca,6,3.2,27.9,28.7,32.5,32.8,33.6,34.5,35.3
1211,7106,3,Belu,9,11.4,31.4,32.2,36.3,38,37.5,38,38.5
1212,7106,5,Tsca,13,15.4,28.1,28.9,31.7,32.4,32.7,33.3,34.1
1213,7106,71,Tsca,14,11,,,8.5,8.9,9,8.8,9
1214,7106,6,Tsca,21,14.1,33.5,34.2,39,40.2,40.9,42.1,42.2
1215,7106,1,Acru,25,2.6,34,34.7,36.9,36.4,37.8,38.4,38.9
1216,7106,70,Tsca,33,1.7,,,12.8,12.5,12.5,12.6,12.8
1217,7106,12,Tsca,36,8.7,24.6,25.6,29.8,30.2,31.1,32.1,33.2
1218,7106,7,Tsca,40,14.8,14.7,15.4,18.6,19,19.5,20.2,21
1220,7106,11,Tsca,43,9.8,20.5,21,22.4,22.6,22.9,23.3,23.5
1219,7106,8,Acsa,43,12.7,17,17.2,17.6,17.8,17.8,18.1,
1221,7106,9,Acsa,43,13,35,36,38.5,39.3,39.7,40,40.5
1222,7106,13,Belu,47,8,33.7,34.7,38.3,37.8,38.4,39,39.2
1223,7106,906,Tsca,50,18.8,,,28.2,28.4,28.8,28.86,29.4
1224,7106,14,Tsca,54,7.7,16.5,16.7,17.5,17.2,,,
1225,7106,15,Tsca,59,8.7,14.9,15.4,16.5,16.4,16.5,16.5,16.7
1227,7106,10,Tsca,59,13.2,23.8,24.6,27.7,28.5,29.7,30,30.7
1226,7106,72,Tsca,59,15.3,,,5.3,,,,
1228,7106,73,Tsca,62,15.2,,,6.9,,,,
1229,7106,18,Tsca,68,6.3,23.8,24.6,27.7,28.5,28.9,29.7,30.4
1230,7106,907,Tsca,69,18.3,,,42.8,44.2,45.4,45.66,47.1
1231,7106,16,Tsca,72,9.2,27.4,28.4,32.4,33.4,34.3,35.1,36.3
1232,7106,17,Tsca,77,8.8,13.4,13.9,14.9,15,15.3,15.4,15.4
1235,7106,19,Acru,83,6,36.8,37.3,39.5,39.5,,,
1233,7106,74,Tsca,83,7.3,,,7.5,7.6,7.7,,
1234,7106,908,Acsa,83,16.2,,,30.4,30.5,30.4,31,31.4
1236,7106,28,Tsca,88,15.2,26.9,27.9,31.6,33.2,33.4,34.1,34.7
1237,7106,909,Acsa,89,18.8,,,26.2,26.3,27.2,27.3,27.7
1238,7106,29,Tsca,93,15.2,22.3,22.3,19,19.7,19.7,19.9,20.3
1239,7106,31,Tsca,97,12.3,13.9,14.4,16.7,16.9,17.1,17.3,17.6
1240,7106,910,Tsca,97,18.7,,,22.7,23.2,23.8,23.91,25.5
1241,7106,30,Tsca,98,13.7,35.8,37.3,44.5,46.2,47.9,49.2,50.5
1242,7106,76,Tsca,99,12.1,,,9.7,9.5,9.4,9.4,
1243,7106,27,Acsa,102,9.1,22.8,23.6,26.5,26.9,27.7,27.8,28.4
1244,7106,75,Tsca,104,9,,,8.6,,,,
1245,7106,26,Belu,106,9.1,17,17.5,,,,,
1246,7106,911,Acsa,111,17.6,,,37.5,38.6,39.6,39.81,41.2
1247,7106,25,Tsca,114,8.8,22.8,23.6,26.4,27.3,28,28.7,30
1248,7106,24,Ulam,121,7.7,22.3,22.8,27.2,28.1,28.9,29.5,30.3
1249,7106,912,Tsca,124,16.8,,,16.8,17.3,17.9,18.01,18.6
1250,7106,34,Tsca,126,14,27.6,27.9,29.8,31,32.3,33.3,34.4
1251,7106,33,Tsca,127,15,18.7,19.8,24.3,24.8,25.3,25.6,26.5
1252,7106,32,Tsca,129,8.3,23.3,24.3,,,,,
1253,7106,23,Tsca,137,8.2,25.6,26.6,32,34.2,36,37.5,38.5
1254,7106,20,Pist,151,2.8,45.2,46.4,55.2,57.4,59.9,62.8,
1256,7106,35,Belu,151,11,12.9,12.9,,,,,
1255,7106,39,Acru,151,11.2,12.9,13.2,30.3,30.1,29.6,29.8,30.3
1257,7106,78,Tsca,151,15.3,,,8.1,8.5,8.7,,
1259,7106,79,Tsca,152,12.5,,,11.5,,,,
1258,7106,36,Belu,152,14.9,32.7,33.5,37.7,37.8,37.7,38.2,38.1
1260,7106,87,Tsca,158,10.9,,,18.7,20.6,22.5,24.3,25.5
1261,7106,38,Belu,161,14,18.7,19,,,,,
1262,7106,913,Belu,161,17.6,,,39.6,40.1,40.5,40.59,43.4
1263,7106,77,Tsca,167,6.1,,,11.1,11.4,11.7,,
1264,7106,37,Acru,169,15,31.7,33.2,37.5,38.3,38.5,38.4,38.5
1265,7106,41,Belu,170,6.6,21,21.3,,,,,
1266,7106,21,Tsca,180,2.7,16.7,17,19,19,19.4,20,20.6
1267,7106,40,Tsca,182,8.3,39.1,39.3,,,,,
1268,7106,916,Fram,186,16.6,,,28.1,28.9,30.2,30.4,30.1
1269,7106,22,Pogr,190,3.5,45.2,46.2,53.9,54.7,56.2,,
1270,7106,80,Abba,202,13.1,,,6.2,6.9,7.9,8.6,9.1
1271,7106,45,Acru,204,13.1,24.1,25.9,34.2,36.1,38.8,41.1,42.1
1272,7106,914,Acru,205,17,,,32,34.1,35.9,36.29,37.5
1273,7106,915,Belu,212,17.2,,,34.5,,,,
1274,7106,44,Acsa,217,6.5,27.6,27.6,30.8,30,29,29.1,31.3
1275,7106,918,Tsca,219,18,,,23.5,25.7,27.7,28.12,30.1
1276,7106,917,Acsa,221,17.9,,,23.2,23.5,24.4,24.52,24.5
1277,7106,42,Belu,222,3.3,17.2,17.5,18,,,,
1278,7106,47,Acsa,226,14,19.5,20,21.9,22.1,23.1,23.8,24.6
1279,7106,919,Belu,230,19.5,,,45.2,44.8,64.6,66.5,63.5
1280,7106,43,Acsa,232,6.1,48,48.2,50.1,50.1,50.7,50.5,50.8
1281,7106,48,Tsca,237,14.6,18.5,19.5,25.1,26.5,26.9,27.9,28.7
1282,7106,49,Acsa,240,14.4,24.6,25.1,27.3,27.7,28.3,29,29.9
1283,7106,50,Tsca,245,15.6,,,16,16.2,16.2,,
1284,7106,920,Acsa,251,18.2,,,32.2,32.5,32.9,32.97,33.2
1286,7106,81,Osvi,252,9.8,,,5.9,6.1,6.1,6.1,6.4
1285,7106,51,Acsa,252,14.4,23.1,23.3,25,24.8,24.6,24.9,25
1288,7106,58,Tsca,253,5.6,15.4,15.7,23.5,25,26.6,28.4,30.3
1287,7106,82,Tsca,253,11.8,,,9.7,10.1,10.3,10.4,10.4
1289,7106,54,Tsca,256,8,14.2,14.9,18.7,19.3,20,20.9,21.7
1290,7106,52,Acsa,260,12.5,17.5,17.7,17.9,,,,
1292,7106,921,Acsa,263,17,,,43.7,43.7,43.8,43.81,46
1291,7106,922,Tsca,263,17.5,,,19.4,19.6,19.7,,
1293,7106,53,Tsca,268,11.4,41.4,41.9,44.9,45,45.6,45.9,45.9
1294,7106,83,Tsca,271,14.4,,,6.5,,,,
1295,7106,923,Tsca,271,17.9,,,17.3,17.5,19,19.7,19.9
1296,7106,56,Acsa,277,12.6,22,22.3,23.9,23.9,24.2,24.6,25.7
1297,7106,924,Tsca,290,18,,,21.8,22.1,22.6,22.68,24
1298,7106,57,Tsca,292,10.4,24.8,25.4,28.1,28.3,29,28.5,30.5
1299,7106,58,Tsca,295,15.5,16.5,16.7,18.1,18.3,18.8,19.5,20.2
1300,7106,925,Tsca,298,17.6,,,24.6,25.5,26.3,26.47,28.8
1301,7106,69,Tsca,303,3.8,28.1,28.4,29.4,,,,
1304,7106,60,Tsca,310,8.4,23.8,24.1,26,26.4,26.9,27.1,27.6
1302,7106,59,Acsa,310,10.1,34,34.5,37.6,37.7,38.4,38.7,38.7
1303,7106,84,Tsca,310,11.1,,,13.9,14.2,14.5,15.1,15.5
1305,7106,926,Tsca,310,16.7,,,20.6,21,21.3,21.37,23.2
1306,7106,927,Belu,318,16.6,,,21.8,22.2,23.1,23.23,23.6
1308,7106,61,Tsca,321,7.4,19.8,20.3,22.4,23.1,23.8,24.6,25.2
1307,7106,63,Tsca,321,11,13.2,13.7,15.4,15.5,15.7,16.1,16.8
1309,7106,64,Tiam,322,12.8,31.4,32,34.7,36,36.8,38.2,39.6
1312,7106,,Tsca,337,4.2,,,14,14.5,14.6,,
1311,7106,65,Tsca,337,13.4,13.4,13.7,15.7,16.2,16.6,17.5,18.3
1310,7106,66,Acsa,337,15.5,18.7,18.7,19.5,,,,
1313,7106,928,Tsca,339,16.8,,,18.1,18.9,19.2,19.5,20.2
1314,7106,68,Tsca,340,14.5,13.9,13.9,14.5,16.1,,,
1315,7106,85,Tsca,346,11.7,,,7.4,7.3,7.4,7.7,7.5
1316,7106,67,Pigl,346,12.7,35.3,36,38.1,38.8,,,
1317,7106,86,Tsca,355,10.5,,,7.8,8,7.9,8.5,8.9
